Time,Dataset,TypeDataset,IR,Repetition,SmoteMin,SmoteMax,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2022-7-30/8:25:45,ozone,regular,34,2,300,0,CFS,IB1,1837,100,0,0,1,0,0,0.28,0.18,1837,1,0,1,1,1,1,1,1,796,94.2,49,5.8,0.28,0.06,0.24,45.17,130.93,845,0.94,0.53,0.96,0.94,0.95,0.3,0.71,0.96,18
2022-7-30/8:25:45,ozone,regular,34,2,300,0,CFS,SVM,1641,89.33,196,10.67,0,0.11,0.33,55.87,105.8,1837,0.89,0.89,NaN,0.89,NaN,NaN,0.5,0.81,821,97.16,24,2.84,0,0.03,0.17,21.94,91.68,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.94,18
2022-7-30/8:25:55,ozone,regular,34,2,300,RUS,None,IB1,391,100,0,0,1,0,0,0.51,0.51,391,1,0,1,1,1,1,1,1,673,79.64,172,20.36,0.13,0.21,0.45,40.91,89.79,845,0.8,0.25,0.97,0.8,0.86,0.22,0.77,0.96,73
2022-7-30/8:25:56,ozone,regular,34,2,300,RUS,None,SVM,344,87.98,47,12.02,0.76,0.12,0.35,24.04,69.34,391,0.88,0.12,0.89,0.88,0.88,0.77,0.88,0.84,720,85.21,125,14.79,0.23,0.15,0.38,29.52,76.74,845,0.85,0.04,0.97,0.85,0.9,0.35,0.9,0.97,73
2022-7-30/8:26:1,ozone,regular,34,2,300,RUS,CFS,IB1,391,100,0,0,1,0,0,0.51,0.51,391,1,0,1,1,1,1,1,1,690,81.66,155,18.34,0.14,0.19,0.43,36.92,85.24,845,0.82,0.29,0.96,0.82,0.88,0.22,0.76,0.96,23
2022-7-30/8:26:2,ozone,regular,34,2,300,RUS,CFS,SVM,328,83.89,63,16.11,0.68,0.16,0.4,32.23,80.28,391,0.84,0.16,0.84,0.84,0.84,0.68,0.84,0.79,689,81.54,156,18.46,0.19,0.18,0.43,36.83,85.73,845,0.81,0.05,0.97,0.81,0.88,0.31,0.89,0.97,23
2022-7-30/8:26:32,ozone,regular,34,2,300,40,None,IB1,2493,100,0,0,1,0,0,0.28,0.15,2493,1,0,1,1,1,1,1,1,795,94.08,50,5.92,0.24,0.06,0.24,57.86,140.03,845,0.94,0.61,0.96,0.94,0.95,0.25,0.67,0.96,73
2022-7-30/8:26:33,ozone,regular,34,2,300,40,None,SVM,2323,93.18,170,6.82,0.29,0.07,0.26,46.98,97.02,2493,0.93,0.74,0.92,0.93,0.91,0.36,0.59,0.88,824,97.51,21,2.49,0.22,0.02,0.16,24.16,90.79,845,0.97,0.85,0.98,0.97,0.97,0.35,0.56,0.95,73
2022-7-30/8:26:41,ozone,regular,34,2,300,40,CFS,IB1,2493,100,0,0,1,0,0,0.28,0.15,2493,1,0,1,1,1,1,1,1,809,95.74,36,4.26,0.38,0.04,0.21,41.77,118.82,845,0.96,0.49,0.97,0.96,0.96,0.39,0.74,0.96,21
2022-7-30/8:26:42,ozone,regular,34,2,300,40,CFS,SVM,2297,92.14,196,7.86,0,0.08,0.28,54.16,104.18,2493,0.92,0.92,NaN,0.92,NaN,NaN,0.5,0.85,821,97.16,24,2.84,0,0.03,0.17,27.61,97.06,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.94,21
2022-7-30/8:27:15,ozone,regular,37,3,600,0,None,IB1,1954,100,0,0,1,0,0,0.19,0.14,1954,1,0,1,1,1,1,1,1,797,94.32,48,5.68,0.2,0.06,0.24,31.55,108.24,845,0.94,0.73,0.95,0.94,0.94,0.2,0.61,0.94,73
2022-7-30/8:27:16,ozone,regular,37,3,600,0,None,SVM,1824,93.35,130,6.65,0.75,0.07,0.26,25.03,70.79,1954,0.93,0.19,0.93,0.93,0.93,0.75,0.87,0.91,805,95.27,40,4.73,0.39,0.05,0.22,26.09,98.86,845,0.95,0.5,0.96,0.95,0.96,0.39,0.73,0.95,73
2022-7-30/8:27:24,ozone,regular,37,3,600,0,CFS,IB1,1954,100,0,0,1,0,0,0.19,0.14,1954,1,0,1,1,1,1,1,1,792,93.73,53,6.27,0.28,0.06,0.25,34.81,113.74,845,0.94,0.57,0.95,0.94,0.94,0.29,0.69,0.95,22
2022-7-30/8:27:24,ozone,regular,37,3,600,0,CFS,SVM,1758,89.97,196,10.03,0.62,0.1,0.32,37.74,86.92,1954,0.9,0.29,0.9,0.9,0.9,0.62,0.81,0.87,799,94.56,46,5.44,0.32,0.05,0.23,30,106.02,845,0.95,0.57,0.95,0.95,0.95,0.32,0.69,0.95,22
2022-7-30/8:27:35,ozone,regular,37,3,600,RUS,None,IB1,615,100,0,0,1,0,0,0.32,0.32,615,1,0,1,1,1,1,1,1,748,88.52,97,11.48,0.22,0.12,0.34,23.17,67.55,845,0.89,0.4,0.96,0.89,0.92,0.27,0.74,0.95,73
2022-7-30/8:27:36,ozone,regular,37,3,600,RUS,None,SVM,556,90.41,59,9.59,0.81,0.1,0.31,19.19,61.95,615,0.9,0.1,0.91,0.9,0.9,0.81,0.9,0.87,740,87.57,105,12.43,0.26,0.12,0.35,24.81,70.39,845,0.88,0.2,0.96,0.88,0.91,0.35,0.84,0.96,73
2022-7-30/8:27:41,ozone,regular,37,3,600,RUS,CFS,IB1,615,100,0,0,1,0,0,0.32,0.32,615,1,0,1,1,1,1,1,1,713,84.38,132,15.62,0.2,0.16,0.39,31.42,78.8,845,0.84,0.27,0.96,0.84,0.89,0.28,0.79,0.95,17
2022-7-30/8:27:42,ozone,regular,37,3,600,RUS,CFS,SVM,531,86.34,84,13.66,0.73,0.14,0.37,27.32,73.92,615,0.86,0.14,0.87,0.86,0.86,0.73,0.86,0.81,703,83.2,142,16.8,0.21,0.17,0.41,33.56,81.86,845,0.83,0.14,0.96,0.83,0.88,0.32,0.85,0.96,17
2022-7-30/8:28:20,ozone,regular,37,3,600,100,None,IB1,3601,100,0,0,1,0,0,0.18,0.1,3601,1,0,1,1,1,1,1,1,801,94.79,44,5.21,0.16,0.05,0.23,45.82,120.59,845,0.95,0.8,0.94,0.95,0.95,0.16,0.58,0.94,73
2022-7-30/8:28:21,ozone,regular,37,3,600,100,None,SVM,3454,95.92,147,4.08,0.72,0.04,0.2,26.06,72.24,3601,0.96,0.29,0.96,0.96,0.96,0.72,0.83,0.94,816,96.57,29,3.43,0.44,0.03,0.19,30.05,97.93,845,0.97,0.57,0.96,0.97,0.96,0.44,0.7,0.95,73
